EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 20-11-2023
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, HELGOLAND (STAID: 468).
Blended and updated with sources: 102176 910015 
See file sources.txt and stations.txt for more info.

SOUID,DATE,PP,Q_PP
102176,19640308,10270,    0
102176,19640309,10190,    0
102176,19640310,10170,    0
102176,19640311,10162,    0
102176,19640312,10165,    0
102176,19640313,10202,    0
102176,19640314,10233,    0
102176,19640315,10217,    0
102176,19640316,10284,    0
102176,19640317,10245,    0
102176,19640318,10201,    0
102176,19640319,10131,    0
102176,19640320,10010,    0
102176,19640321,10019,    0
102176,19640322,10048,    0
102176,19640323,10131,    0
102176,19640324,10127,    0
102176,19640325,10063,    0
102176,19640326,10153,    0
102176,19640327,10247,    0
102176,19640328,10203,    0
102176,19640329,10122,    0
102176,19640330,10109,    0
102176,19640331,10138,    0
102176,19640401,10147,    0
102176,19640402,10124,    0
102176,19640403,10070,    0
102176,19640404,10061,    0
102176,19640405,10092,    0
102176,19640406,10123,    0
102176,19640407,10143,    0
102176,19640408,10204,    0
102176,19640409,10182,    0
102176,19640410,10170,    0
102176,19640411,10179,    0
102176,19640412,10086,    0
102176,19640413,10059,    0
102176,19640414,10092,    0
102176,19640415,10182,    0
102176,19640416,10137,    0
102176,19640417,10094,    0
102176,19640418,10122,    0
102176,19640419,10068,    0
102176,19640420,10106,    0
102176,19640421,10085,    0
102176,19640422,10117,    0
102176,19640423,10121,    0
102176,19640424,10145,    0
102176,19640425,10289,    0
102176,19640426,10301,    0
102176,19640427,10240,    0
102176,19640428,10105,    0
102176,19640429,10101,    0
102176,19640430,10172,    0
102176,19640501,10127,    0
102176,19640502,10107,    0
102176,19640503,10046,    0
102176,19640504,10045,    0
102176,19640505,10098,    0
102176,19640506,10164,    0
102176,19640507,10110,    0
102176,19640508,10139,    0
102176,19640509,10229,    0
102176,19640510,10213,    0
102176,19640511,10228,    0
102176,19640512,10197,    0
102176,19640513,10141,    0
102176,19640514,10187,    0
102176,19640515,10286,    0
102176,19640516,10305,    0
102176,19640517,10245,    0
102176,19640518,10216,    0
102176,19640519,10200,    0
102176,19640520,10192,    0
102176,19640521,10196,    0
102176,19640522,10188,    0
102176,19640523,10221,    0
102176,19640524,10207,    0
102176,19640525,10152,    0
102176,19640526,10120,    0
102176,19640527,10101,    0
102176,19640528,10125,    0
102176,19640529,10157,    0
102176,19640530,10153,    0
102176,19640531,10113,    0
102176,19640601,10043,    0
102176,19640602, 9976,    0
102176,19640603,10049,    0
102176,19640604,10196,    0
102176,19640605,10138,    0
102176,19640606,10198,    0
102176,19640607,10111,    0
102176,19640608,10138,    0
102176,19640609,10235,    0
102176,19640610,10204,    0
102176,19640611,10186,    0
102176,19640612,10207,    0
102176,19640613,10107,    0
102176,19640614,10086,    0
102176,19640615,10123,    0
102176,19640616,10173,    0
102176,19640617,10168,    0
102176,19640618,10130,    0
102176,19640619,10044,    0
102176,19640620,10116,    0
102176,19640621,10161,    0
102176,19640622,10159,    0
102176,19640623,10164,    0
102176,19640624,10230,    0
102176,19640625,10270,    0
102176,19640626,10234,    0
102176,19640627,10188,    0
102176,19640628,10178,    0
102176,19640629,10171,    0
102176,19640630,10196,    0
102176,19640701,10190,    0
102176,19640702,10226,    0
102176,19640703,10160,    0
102176,19640704,10165,    0
102176,19640705,10140,    0
102176,19640706,10155,    0
102176,19640707,10114,    0
102176,19640708, 9990,    0
102176,19640709,10016,    0
102176,19640710,10093,    0
102176,19640711,10102,    0
102176,19640712,10095,    0
102176,19640713,10208,    0
102176,19640714,10244,    0
102176,19640715,10229,    0
102176,19640716,10259,    0
102176,19640717,10272,    0
102176,19640718,10220,    0
102176,19640719,10160,    0
102176,19640720,10184,    0
102176,19640721,10181,    0
102176,19640722,10162,    0
102176,19640723,10185,    0
102176,19640724,10201,    0
102176,19640725,10205,    0
102176,19640726,10196,    0
102176,19640727,10140,    0
102176,19640728,10098,    0
102176,19640729,10154,    0
102176,19640730,10199,    0
102176,19640731,10130,    0
102176,19640801,10072,    0
102176,19640802,10109,    0
102176,19640803,10180,    0
102176,19640804,10191,    0
102176,19640805,10203,    0
102176,19640806,10121,    0
102176,19640807,10079,    0
102176,19640808,10073,    0
102176,19640809,10111,    0
102176,19640810,10146,    0
102176,19640811,10164,    0
102176,19640812,10135,    0
102176,19640813,10145,    0
102176,19640814,10173,    0
102176,19640815,10160,    0
102176,19640816,10169,    0
102176,19640817,10077,    0
102176,19640818, 9959,    0
102176,19640819, 9958,    0
102176,19640820,10126,    0
102176,19640821,10191,    0
102176,19640822,10212,    0
102176,19640823,10231,    0
102176,19640824,10157,    0
102176,19640825,10172,    0
102176,19640826,10171,    0
102176,19640827,10159,    0
102176,19640828,10176,    0
102176,19640829,10148,    0
102176,19640830,10243,    0
102176,19640831,10281,    0
102176,19640901,10331,    0
102176,19640902,10294,    0
102176,19640903,10200,    0
102176,19640904,10138,    0
102176,19640905,10116,    0
102176,19640906,10048,    0
102176,19640907,10136,    0
102176,19640908,10114,    0
102176,19640909,10125,    0
102176,19640910,10124,    0
102176,19640911,10117,    0
102176,19640912,10170,    0
102176,19640913,10251,    0
102176,19640914,10104,    0
102176,19640915,10058,    0
102176,19640916,10027,    0
102176,19640917,10020,    0
102176,19640918,10067,    0
102176,19640919,10094,    0
102176,19640920,10102,    0
102176,19640921,10166,    0
102176,19640922,10266,    0
102176,19640923,10270,    0
102176,19640924,10233,    0
102176,19640925,10218,    0
102176,19640926,10216,    0
102176,19640927,10173,    0
102176,19640928,10222,    0
102176,19640929,10202,    0
102176,19640930,10259,    0
102176,19641001,10283,    0
102176,19641002,10282,    0
102176,19641003,10338,    0
102176,19641004,10324,    0
102176,19641005,10264,    0
102176,19641006,10187,    0
102176,19641007, 9974,    0
102176,19641008, 9851,    0
102176,19641009, 9876,    0
102176,19641010, 9836,    0
102176,19641011, 9931,    0
102176,19641012, 9989,    0
102176,19641013,10008,    0
102176,19641014,10021,    0
102176,19641015,10001,    0
102176,19641016,10021,    0
102176,19641017,10141,    0
102176,19641018,10270,    0
102176,19641019,10341,    0
102176,19641020,10325,    0
102176,19641021,10237,    0
102176,19641022,10109,    0
102176,19641023, 9895,    0
102176,19641024,10032,    0
102176,19641025,10191,    0
102176,19641026,10315,    0
102176,19641027,10362,    0
102176,19641028,10331,    0
102176,19641029,10319,    0
102176,19641030,10317,    0
102176,19641031,10284,    0
102176,19641101,10286,    0
102176,19641102,10236,    0
102176,19641103,10295,    0
102176,19641104,10269,    0
102176,19641105,10206,    0
102176,19641106,10230,    0
102176,19641107,10287,    0
102176,19641108,10295,    0
102176,19641109,10263,    0
102176,19641110,10200,    0
102176,19641111,10170,    0
102176,19641112,10116,    0
102176,19641113,10106,    0
102176,19641114, 9966,    0
102176,19641115, 9949,    0
102176,19641116, 9933,    0
102176,19641117,10067,    0
102176,19641118,10193,    0
102176,19641119,10202,    0
102176,19641120,10214,    0
102176,19641121,10208,    0
102176,19641122,10227,    0
102176,19641123,10149,    0
102176,19641124,10126,    0
102176,19641125,10177,    0
102176,19641126,10244,    0
102176,19641127,10108,    0
102176,19641128,10024,    0
102176,19641129,10036,    0
102176,19641130,10058,    0
102176,19641201,10091,    0
102176,19641202,10168,    0
102176,19641203, 9926,    0
102176,19641204, 9954,    0
102176,19641205,10081,    0
102176,19641206,10076,    0
102176,19641207,10121,    0
102176,19641208,10133,    0
102176,19641209,10104,    0
102176,19641210,10145,    0
102176,19641211,10217,    0
102176,19641212,10162,    0
102176,19641213, 9951,    0
102176,19641214,10065,    0
102176,19641215,10096,    0
102176,19641216,10147,    0
102176,19641217,10128,    0
102176,19641218,10180,    0
102176,19641219,10255,    0
102176,19641220,10237,    0
102176,19641221,10242,    0
102176,19641222,10330,    0
102176,19641223,10302,    0
102176,19641224,10191,    0
102176,19641225,10091,    0
102176,19641226,10118,    0
102176,19641227,10096,    0
102176,19641228,10085,    0
102176,19641229,10096,    0
102176,19641230, 9985,    0
102176,19641231, 9954,    0
102176,19650101, 9958,    0
102176,19650102, 9996,    0
102176,19650103,10092,    0
102176,19650104,10254,    0
102176,19650105,10245,    0
102176,19650106,10244,    0
102176,19650107,10174,    0
102176,19650108,10023,    0
102176,19650109,10017,    0
102176,19650110,10103,    0
102176,19650111,10090,    0
102176,19650112,10048,    0
102176,19650113,10049,    0
102176,19650114, 9997,    0
102176,19650115,10043,    0
102176,19650116,10025,    0
102176,19650117, 9807,    0
102176,19650118, 9799,    0
102176,19650119, 9879,    0
102176,19650120, 9938,    0
102176,19650121,10035,    0
102176,19650122,10027,    0
102176,19650123,10141,    0
102176,19650124,10216,    0
102176,19650125,10187,    0
102176,19650126,10187,    0
102176,19650127,10130,    0
102176,19650128,10128,    0
102176,19650129,10131,    0
102176,19650130,10119,    0
102176,19650131,10170,    0
102176,19650201,10249,    0
102176,19650202,10372,    0
102176,19650203,10313,    0
102176,19650204,10305,    0
102176,19650205,10247,    0
102176,19650206,10294,    0
102176,19650207,10241,    0
102176,19650208,10228,    0
102176,19650209,10279,    0
102176,19650210,10187,    0
102176,19650211,10217,    0
102176,19650212,10156,    0
102176,19650213, 9944,    0
102176,19650214,10059,    0
102176,19650215,10163,    0
102176,19650216,10233,    0
102176,19650217,10318,    0
102176,19650218,10313,    0
102176,19650219,10312,    0
102176,19650220,10364,    0
102176,19650221,10295,    0
102176,19650222,10234,    0
102176,19650223,10160,    0
102176,19650224,10185,    0
102176,19650225,10166,    0
102176,19650226,10061,    0
102176,19650227,10088,    0
102176,19650228,10057,    0
102176,19650301,10071,    0
102176,19650302,10055,    0
102176,19650303,10057,    0
102176,19650304,10050,    0
102176,19650305,10120,    0
102176,19650306,10246,    0
102176,19650307,10305,    0
102176,19650308,10231,    0
102176,19650309,10279,    0
102176,19650310,10310,    0
102176,19650311,10271,    0
102176,19650312,10229,    0
102176,19650313,10208,    0
102176,19650314,10153,    0
102176,19650315,10113,    0
102176,19650316,10063,    0
102176,19650317,10062,    0
102176,19650318, 9982,    0
102176,19650319,10080,    0
102176,19650320,10157,    0
102176,19650321,10109,    0
102176,19650322,10152,    0
102176,19650323,10001,    0
102176,19650324, 9979,    0
102176,19650325,10098,    0
102176,19650326,10110,    0
102176,19650327,10255,    0
102176,19650328,10298,    0
102176,19650329,10311,    0
102176,19650330,10311,    0
102176,19650331,10324,    0
102176,19650401,10333,    0
102176,19650402,10299,    0
102176,19650403,10220,    0
102176,19650404,10142,    0
102176,19650405,10151,    0
102176,19650406,10150,    0
102176,19650407,10139,    0
102176,19650408,10118,    0
102176,19650409,10138,    0
102176,19650410,10073,    0
102176,19650411,10072,    0
102176,19650412,10058,    0
102176,19650413,10076,    0
102176,19650414,10177,    0
102176,19650415,10101,    0
102176,19650416,10076,    0
102176,19650417,10000,    0
102176,19650418, 9932,    0
102176,19650419, 9955,    0
102176,19650420,10085,    0
102176,19650421,10101,    0
102176,19650422,10097,    0
102176,19650423,10082,    0
102176,19650424,10070,    0
102176,19650425,10074,    0
102176,19650426,10045,    0
102176,19650427,10013,    0
102176,19650428,10058,    0
102176,19650429,10114,    0
102176,19650430,10199,    0
102176,19650501,10211,    0
102176,19650502,10158,    0
102176,19650503,10110,    0
102176,19650504,10003,    0
102176,19650505,10015,    0
102176,19650506,10115,    0
102176,19650507,10104,    0
102176,19650508,10113,    0
102176,19650509,10040,    0
102176,19650510,10108,    0
102176,19650511,10214,    0
102176,19650512,10269,    0
102176,19650513,10241,    0
102176,19650514,10163,    0
102176,19650515,10098,    0
102176,19650516,10077,    0
102176,19650517,10020,    0
102176,19650518,10042,    0
102176,19650519,10109,    0
102176,19650520,10209,    0
102176,19650521,10259,    0
102176,19650522,10236,    0
102176,19650523,10185,    0
102176,19650524,10166,    0
102176,19650525,10202,    0
102176,19650526,10207,    0
102176,19650527,10166,    0
102176,19650528,10167,    0
102176,19650529,10168,    0
102176,19650530,10116,    0
102176,19650531,10089,    0
102176,19650601,10157,    0
102176,19650602,10178,    0
102176,19650603,10193,    0
102176,19650604,10197,    0
102176,19650605,10148,    0
102176,19650606,10110,    0
102176,19650607,10098,    0
102176,19650608,10084,    0
102176,19650609,10115,    0
102176,19650610,10165,    0
102176,19650611,10187,    0
102176,19650612,10181,    0
102176,19650613,10184,    0
102176,19650614,10202,    0
102176,19650615,10136,    0
102176,19650616,10046,    0
102176,19650617,10001,    0
102176,19650618,10044,    0
102176,19650619,10113,    0
102176,19650620,10188,    0
102176,19650621,10149,    0
102176,19650622,10033,    0
102176,19650623,10095,    0
102176,19650624,10137,    0
102176,19650625,10138,    0
102176,19650626,10150,    0
102176,19650627,10215,    0
102176,19650628,10253,    0
102176,19650629,10248,    0
102176,19650630,10187,    0
102176,19650701,10180,    0
102176,19650702,10126,    0
102176,19650703,10108,    0
102176,19650704,10100,    0
102176,19650705,10104,    0
102176,19650706,10113,    0
102176,19650707,10067,    0
102176,19650708,10028,    0
102176,19650709,10083,    0
102176,19650710,10142,    0
102176,19650711,10113,    0
102176,19650712,10086,    0
102176,19650713,10104,    0
102176,19650714,10128,    0
102176,19650715,10183,    0
102176,19650716,10212,    0
102176,19650717,10223,    0
102176,19650718,10213,    0
102176,19650719,10189,    0
102176,19650720,10140,    0
102176,19650721,10070,    0
102176,19650722,10066,    0
102176,19650723,10035,    0
102176,19650724,10027,    0
102176,19650725,10060,    0
102176,19650726,10072,    0
102176,19650727,10103,    0
102176,19650728,10073,    0
102176,19650729, 9943,    0
102176,19650730, 9945,    0
102176,19650731,10034,    0
102176,19650801,10059,    0
102176,19650802,10072,    0
102176,19650803,10055,    0
102176,19650804,10152,    0
102176,19650805,10141,    0
102176,19650806,10115,    0
102176,19650807,10113,    0
102176,19650808,10162,    0
102176,19650809,10214,    0
102176,19650810,10246,    0
102176,19650811,10271,    0
102176,19650812,10270,    0
102176,19650813,10246,    0
102176,19650814,10227,    0
102176,19650815,10211,    0
102176,19650816,10178,    0
102176,19650817,10159,    0
102176,19650818,10176,    0
102176,19650819,10200,    0
102176,19650820,10169,    0
102176,19650821,10083,    0
102176,19650822,10006,    0
102176,19650823,10032,    0
102176,19650824,10067,    0
102176,19650825,10041,    0
102176,19650826,10117,    0
102176,19650827,10140,    0
102176,19650828,10159,    0
102176,19650829,10109,    0
102176,19650830,10131,    0
102176,19650831,10080,    0
102176,19650901,10110,    0
102176,19650902,10152,    0
102176,19650903,10027,    0
102176,19650904,10006,    0
102176,19650905,10076,    0
102176,19650906,10058,    0
102176,19650907,10048,    0
102176,19650908,10035,    0
102176,19650909,10023,    0
102176,19650910,10081,    0
102176,19650911,10085,    0
102176,19650912,10083,    0
102176,19650913,10090,    0
102176,19650914,10155,    0
102176,19650915,10209,    0
102176,19650916,10183,    0
102176,19650917,10140,    0
102176,19650918,10035,    0
102176,19650919,10223,    0
102176,19650920,10325,    0
102176,19650921,10296,    0
102176,19650922,10198,    0
102176,19650923,10113,    0
102176,19650924,10071,    0
102176,19650925,10041,    0
102176,19650926, 9979,    0
102176,19650927,10014,    0
102176,19650928, 9989,    0
102176,19650929,10033,    0
102176,19650930,10090,    0
102176,19651001,10144,    0
102176,19651002,10150,    0
102176,19651003,10189,    0
102176,19651004,10221,    0
102176,19651005,10218,    0
102176,19651006,10187,    0
102176,19651007,10181,    0
102176,19651008,10223,    0
102176,19651009,10249,    0
102176,19651010,10211,    0
102176,19651011,10201,    0
102176,19651012,10271,    0
102176,19651013,10235,    0
102176,19651014,10183,    0
102176,19651015,10138,    0
102176,19651016,10227,    0
102176,19651017,10293,    0
102176,19651018,10291,    0
102176,19651019,10311,    0
102176,19651020,10316,    0
102176,19651021,10334,    0
102176,19651022,10347,    0
102176,19651023,10320,    0
102176,19651024,10301,    0
102176,19651025,10256,    0
102176,19651026,10200,    0
102176,19651027,10125,    0
102176,19651028,10066,    0
102176,19651029,10094,    0
102176,19651030,10080,    0
102176,19651031,10055,    0
102176,19651101, 9854,    0
102176,19651102, 9952,    0
102176,19651103,10081,    0
102176,19651104,10210,    0
102176,19651105,10306,    0
102176,19651106,10284,    0
102176,19651107,10174,    0
102176,19651108,10211,    0
102176,19651109,10217,    0
102176,19651110,10201,    0
102176,19651111,10154,    0
102176,19651112,10155,    0
102176,19651113,10174,    0
102176,19651114,10182,    0
102176,19651115,10242,    0
102176,19651116,10296,    0
102176,19651117,10165,    0
102176,19651118,10047,    0
102176,19651119,10027,    0
102176,19651120,10029,    0
102176,19651121,10013,    0
102176,19651122,10156,    0
102176,19651123,10143,    0
102176,19651124, 9964,    0
102176,19651125,10010,    0
102176,19651126, 9896,    0
102176,19651127, 9812,    0
102176,19651128, 9871,    0
102176,19651129, 9821,    0
102176,19651130, 9764,    0
102176,19651201, 9947,    0
102176,19651202, 9936,    0
102176,19651203, 9866,    0
102176,19651204, 9980,    0
102176,19651205, 9816,    0
102176,19651206, 9872,    0
102176,19651207,10020,    0
102176,19651208,10110,    0
102176,19651209, 9852,    0
102176,19651210, 9701,    0
102176,19651211, 9896,    0
102176,19651212,10034,    0
102176,19651213,10067,    0
102176,19651214,10212,    0
102176,19651215,10201,    0
102176,19651216,10144,    0
102176,19651217,10073,    0
102176,19651218, 9995,    0
102176,19651219,10045,    0
102176,19651220,10145,    0
102176,19651221,10143,    0
102176,19651222,10148,    0
102176,19651223, 9970,    0
102176,19651224, 9834,    0
102176,19651225, 9789,    0
102176,19651226, 9915,    0
102176,19651227, 9937,    0
102176,19651228,10005,    0
102176,19651229,10087,    0
102176,19651230, 9924,    0
102176,19651231,10035,    0
102176,19660101, 9863,    0
102176,19660102, 9873,    0
102176,19660103, 9967,    0
102176,19660104,10252,    0
102176,19660105,10352,    0
102176,19660106,10361,    0
102176,19660107,10316,    0
102176,19660108,10305,    0
102176,19660109,10283,    0
102176,19660110,10274,    0
102176,19660111,10234,    0
102176,19660112,10287,    0
102176,19660113,10303,    0
102176,19660114,10284,    0
102176,19660115,10201,    0
102176,19660116,10173,    0
102176,19660117,10162,    0
102176,19660118,10138,    0
102176,19660119,10144,    0
102176,19660120,10056,    0
102176,19660121,10015,    0
102176,19660122, 9969,    0
102176,19660123, 9987,    0
102176,19660124,10135,    0
102176,19660125,10175,    0
102176,19660126,10092,    0
102176,19660127,10075,    0
102176,19660128,10138,    0
102176,19660129,10063,    0
102176,19660130,10060,    0
102176,19660131,10104,    0
102176,19660201,10189,    0
102176,19660202,10174,    0
102176,19660203,10150,    0
102176,19660204,10155,    0
102176,19660205,10057,    0
102176,19660206,10005,    0
102176,19660207,10048,    0
102176,19660208, 9997,    0
102176,19660209,10069,    0
102176,19660210,10016,    0
102176,19660211,10015,    0
102176,19660212,10050,    0
102176,19660213,10001,    0
102176,19660214,10077,    0
102176,19660215,10166,    0
102176,19660216,10113,    0
102176,19660217,10132,    0
102176,19660218,10172,    0
102176,19660219,10050,    0
102176,19660220, 9944,    0
102176,19660221, 9882,    0
102176,19660222, 9895,    0
102176,19660223, 9988,    0
102176,19660224,10050,    0
102176,19660225,10030,    0
102176,19660226,10028,    0
102176,19660227,10067,    0
102176,19660228,10045,    0
102176,19660301,10164,    0
102176,19660302,10254,    0
102176,19660303,10175,    0
102176,19660304,10156,    0
102176,19660305,10254,    0
102176,19660306,10230,    0
102176,19660307,10221,    0
102176,19660308,10206,    0
102176,19660309,10183,    0
102176,19660310,10084,    0
102176,19660311, 9997,    0
102176,19660312,10019,    0
102176,19660313,10193,    0
102176,19660314,10249,    0
102176,19660315,10217,    0
102176,19660316,10274,    0
102176,19660317,10254,    0
102176,19660318,10242,    0
102176,19660319,10423,    0
102176,19660320,10332,    0
102176,19660321,10194,    0
102176,19660322,10152,    0
102176,19660323,10010,    0
102176,19660324, 9941,    0
102176,19660325,10026,    0
102176,19660326,10006,    0
102176,19660327, 9755,    0
102176,19660328, 9922,    0
102176,19660329,10067,    0
102176,19660330,10123,    0
102176,19660331,10112,    0
102176,19660401,10128,    0
102176,19660402,10142,    0
102176,19660403,10149,    0
102176,19660404,10150,    0
102176,19660405,10126,    0
102176,19660406,10060,    0
102176,19660407,10075,    0
102176,19660408,10056,    0
102176,19660409,10008,    0
102176,19660410,10003,    0
102176,19660411,10067,    0
102176,19660412,10132,    0
102176,19660413,10104,    0
102176,19660414,10081,    0
102176,19660415,10033,    0
102176,19660416,10004,    0
102176,19660417,10064,    0
102176,19660418,10067,    0
102176,19660419, 9960,    0
102176,19660420,10053,    0
102176,19660421,10199,    0
102176,19660422,10232,    0
102176,19660423,10094,    0
102176,19660424,10082,    0
102176,19660425,10164,    0
102176,19660426,10258,    0
102176,19660427,10196,    0
102176,19660428,10269,    0
102176,19660429,10363,    0
102176,19660430,10363,    0
102176,19660501,10305,    0
102176,19660502,10230,    0
102176,19660503,10162,    0
102176,19660504,10107,    0
102176,19660505, 9993,    0
102176,19660506,10053,    0
102176,19660507,10104,    0
102176,19660508,10143,    0
102176,19660509,10126,    0
102176,19660510,10167,    0
102176,19660511,10086,    0
102176,19660512,10087,    0
102176,19660513,10183,    0
102176,19660514,10255,    0
102176,19660515,10302,    0
102176,19660516,10291,    0
102176,19660517,10173,    0
102176,19660518,10118,    0
102176,19660519,10144,    0
102176,19660520,10134,    0
102176,19660521,10155,    0
102176,19660522,10080,    0
102176,19660523,10082,    0
102176,19660524,10209,    0
102176,19660525,10176,    0
102176,19660526,10094,    0
102176,19660527,10194,    0
102176,19660528,10237,    0
102176,19660529,10262,    0
102176,19660530,10232,    0
102176,19660531,10204,    0
102176,19660601,10174,    0
102176,19660602,10176,    0
102176,19660603,10190,    0
102176,19660604,10105,    0
102176,19660605,10071,    0
102176,19660606,10152,    0
102176,19660607,10194,    0
102176,19660608,10203,    0
102176,19660609,10167,    0
102176,19660610,10178,    0
102176,19660611,10195,    0
102176,19660612,10178,    0
102176,19660613,10166,    0
102176,19660614,10187,    0
102176,19660615,10161,    0
102176,19660616,10144,    0
102176,19660617,10137,    0
102176,19660618,10138,    0
102176,19660619,10094,    0
102176,19660620,10064,    0
102176,19660621,10075,    0
102176,19660622,10136,    0
102176,19660623,10101,    0
102176,19660624,10152,    0
102176,19660625,10149,    0
102176,19660626,10192,    0
102176,19660627,10054,    0
102176,19660628, 9985,    0
102176,19660629,10114,    0
102176,19660630,10207,    0
102176,19660701,10217,    0
102176,19660702,10172,    0
102176,19660703,10160,    0
102176,19660704,10146,    0
102176,19660705,10076,    0
102176,19660706,10089,    0
102176,19660707,10114,    0
102176,19660708,10176,    0
102176,19660709,10182,    0
102176,19660710,10154,    0
102176,19660711,10051,    0
102176,19660712,10102,    0
102176,19660713,10066,    0
102176,19660714,10058,    0
102176,19660715,10105,    0
102176,19660716,10086,    0
102176,19660717,10114,    0
102176,19660718,10182,    0
102176,19660719,10165,    0
102176,19660720,10156,    0
102176,19660721,10152,    0
102176,19660722,10134,    0
102176,19660723,10123,    0
102176,19660724,10061,    0
102176,19660725,10033,    0
102176,19660726,10098,    0
102176,19660727,10103,    0
102176,19660728,10154,    0
102176,19660729,10066,    0
102176,19660730,10053,    0
102176,19660731,10099,    0
102176,19660801,10061,    0
102176,19660802,10058,    0
102176,19660803,10036,    0
102176,19660804,10017,    0
102176,19660805,10030,    0
102176,19660806,10081,    0
102176,19660807,10080,    0
102176,19660808,10033,    0
102176,19660809,10117,    0
102176,19660810,10084,    0
102176,19660811,10149,    0
102176,19660812,10147,    0
102176,19660813,10138,    0
102176,19660814,10136,    0
102176,19660815,10246,    0
102176,19660816,10313,    0
102176,19660817,10305,    0
102176,19660818,10259,    0
102176,19660819,10223,    0
102176,19660820,10180,    0
102176,19660821,10141,    0
102176,19660822,10101,    0
102176,19660823,10133,    0
102176,19660824,10165,    0
102176,19660825,10207,    0
102176,19660826,10200,    0
102176,19660827,10204,    0
102176,19660828,10196,    0
102176,19660829,10144,    0
102176,19660830,10055,    0
102176,19660831,10053,    0
102176,19660901,10079,    0
102176,19660902,10025,    0
102176,19660903,10076,    0
102176,19660904,10080,    0
102176,19660905,10105,    0
102176,19660906,10122,    0
102176,19660907,10178,    0
102176,19660908,10172,    0
102176,19660909,10177,    0
102176,19660910,10166,    0
102176,19660911,10181,    0
102176,19660912,10080,    0
102176,19660913,10036,    0
102176,19660914,10078,    0
102176,19660915,10021,    0
102176,19660916,10237,    0
102176,19660917,10226,    0
102176,19660918,10246,    0
102176,19660919,10296,    0
102176,19660920,10274,    0
102176,19660921,10239,    0
102176,19660922,10252,    0
102176,19660923,10193,    0
102176,19660924,10194,    0
102176,19660925,10195,    0
102176,19660926,10170,    0
102176,19660927,10182,    0
102176,19660928,10192,    0
102176,19660929,10147,    0
102176,19660930,10066,    0
102176,19661001, 9994,    0
102176,19661002, 9952,    0
102176,19661003, 9934,    0
102176,19661004, 9998,    0
102176,19661005,10180,    0
102176,19661006,10176,    0
102176,19661007,10162,    0
102176,19661008,10142,    0
102176,19661009,10144,    0
102176,19661010,10147,    0
102176,19661011,10156,    0
102176,19661012,10183,    0
102176,19661013,10171,    0
102176,19661014,10142,    0
102176,19661015,10057,    0
102176,19661016,10025,    0
102176,19661017,10038,    0
102176,19661018,10045,    0
102176,19661019,10027,    0
102176,19661020,10033,    0
102176,19661021,10074,    0
102176,19661022,10119,    0
102176,19661023, 9997,    0
102176,19661024,10050,    0
102176,19661025,10059,    0
102176,19661026,10049,    0
102176,19661027,10108,    0
102176,19661028,10204,    0
102176,19661029,10244,    0
102176,19661030,10278,    0
102176,19661031,10256,    0
102176,19661101,10162,    0
102176,19661102,10238,    0
102176,19661103,10178,    0
102176,19661104, 9988,    0
102176,19661105, 9928,    0
102176,19661106,10086,    0
102176,19661107,10178,    0
102176,19661108,10144,    0
102176,19661109,10096,    0
102176,19661110,10158,    0
102176,19661111,10246,    0
102176,19661112,10274,    0
102176,19661113,10210,    0
102176,19661114,10132,    0
102176,19661115,10063,    0
102176,19661116, 9893,    0
102176,19661117,10057,    0
102176,19661118,10197,    0
102176,19661119,10196,    0
102176,19661120,10107,    0
102176,19661121,10113,    0
102176,19661122,10187,    0
102176,19661123,10192,    0
102176,19661124,10212,    0
102176,19661125,10192,    0
102176,19661126,10159,    0
102176,19661127,10140,    0
102176,19661128,10014,    0
102176,19661129,10008,    0
102176,19661130, 9776,    0
102176,19661201, 9806,    0
102176,19661202, 9710,    0
102176,19661203, 9894,    0
102176,19661204,10105,    0
102176,19661205,10199,    0
102176,19661206,10173,    0
102176,19661207,10222,    0
102176,19661208,10051,    0
102176,19661209, 9941,    0
102176,19661210, 9857,    0
102176,19661211, 9974,    0
102176,19661212, 9869,    0
102176,19661213, 9823,    0
102176,19661214,10007,    0
102176,19661215,10204,    0
102176,19661216,10193,    0
102176,19661217,10163,    0
102176,19661218,10055,    0
102176,19661219,10124,    0
102176,19661220,10074,    0
102176,19661221,10106,    0
102176,19661222,10064,    0
102176,19661223, 9982,    0
102176,19661224, 9975,    0
102176,19661225,10088,    0
102176,19661226,10218,    0
102176,19661227,10128,    0
102176,19661228,10060,    0
102176,19661229, 9982,    0
102176,19661230,10078,    0
102176,19661231,10050,    0
102176,19670101,10059,    0
102176,19670102,10054,    0
102176,19670103,10107,    0
102176,19670104,10102,    0
102176,19670105,10132,    0
102176,19670106,10227,    0
102176,19670107,10232,    0
102176,19670108,10199,    0
