EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 20-11-2023
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, HELGOLAND (STAID: 468).
Blended and updated with sources: 102174 910015 
See file sources.txt and stations.txt for more info.

SOUID,DATE,CC,Q_CC
102174,19690225,    8,    0
102174,19690226,    8,    0
102174,19690227,    8,    0
102174,19690228,    6,    0
102174,19690301,    3,    0
102174,19690302,    3,    0
102174,19690303,    2,    0
102174,19690304,    1,    0
102174,19690305,    1,    0
102174,19690306,    3,    0
102174,19690307,    4,    0
102174,19690308,    7,    0
102174,19690309,    3,    0
102174,19690310,    5,    0
102174,19690311,    2,    0
102174,19690312,    5,    0
102174,19690313,    8,    0
102174,19690314,    8,    0
102174,19690315,    5,    0
102174,19690316,    8,    0
102174,19690317,    7,    0
102174,19690318,    8,    0
102174,19690319,    6,    0
102174,19690320,    3,    0
102174,19690321,    0,    0
102174,19690322,    2,    0
102174,19690323,    3,    0
102174,19690324,    4,    0
102174,19690325,    7,    0
102174,19690326,    5,    0
102174,19690327,    4,    0
102174,19690328,    2,    0
102174,19690329,    6,    0
102174,19690330,    7,    0
102174,19690331,    6,    0
102174,19690401,    6,    0
102174,19690402,    2,    0
102174,19690403,    2,    0
102174,19690404,    1,    0
102174,19690405,    6,    0
102174,19690406,    3,    0
102174,19690407,    0,    0
102174,19690408,    0,    0
102174,19690409,    0,    0
102174,19690410,    7,    0
102174,19690411,    8,    0
102174,19690412,    4,    0
102174,19690413,    3,    0
102174,19690414,    5,    0
102174,19690415,    5,    0
102174,19690416,    4,    0
102174,19690417,    4,    0
102174,19690418,    3,    0
102174,19690419,    4,    0
102174,19690420,    0,    0
102174,19690421,    4,    0
102174,19690422,    6,    0
102174,19690423,    8,    0
102174,19690424,    5,    0
102174,19690425,    2,    0
102174,19690426,    7,    0
102174,19690427,    4,    0
102174,19690428,    1,    0
102174,19690429,    3,    0
102174,19690430,    5,    0
102174,19690501,    6,    0
102174,19690502,    8,    0
102174,19690503,    8,    0
102174,19690504,    8,    0
102174,19690505,    8,    0
102174,19690506,    8,    0
102174,19690507,    8,    0
102174,19690508,    7,    0
102174,19690509,    2,    0
102174,19690510,    4,    0
102174,19690511,    7,    0
102174,19690512,    7,    0
102174,19690513,    7,    0
102174,19690514,    6,    0
102174,19690515,    6,    0
102174,19690516,    5,    0
102174,19690517,    7,    0
102174,19690518,    5,    0
102174,19690519,    4,    0
102174,19690520,    7,    0
102174,19690521,    4,    0
102174,19690522,    3,    0
102174,19690523,    3,    0
102174,19690524,    3,    0
102174,19690525,    6,    0
102174,19690526,    8,    0
102174,19690527,    4,    0
102174,19690528,    7,    0
102174,19690529,    8,    0
102174,19690530,    8,    0
102174,19690531,    8,    0
102174,19690601,    8,    0
102174,19690602,    6,    0
102174,19690603,    6,    0
102174,19690604,    5,    0
102174,19690605,    3,    0
102174,19690606,    2,    0
102174,19690607,    2,    0
102174,19690608,    2,    0
102174,19690609,    5,    0
102174,19690610,    1,    0
102174,19690611,    2,    0
102174,19690612,    4,    0
102174,19690613,    2,    0
102174,19690614,    3,    0
102174,19690615,    4,    0
102174,19690616,    4,    0
102174,19690617,    3,    0
102174,19690618,    6,    0
102174,19690619,    5,    0
102174,19690620,    5,    0
102174,19690621,    4,    0
102174,19690622,    2,    0
102174,19690623,    4,    0
102174,19690624,    7,    0
102174,19690625,    8,    0
102174,19690626,    8,    0
102174,19690627,    6,    0
102174,19690628,    2,    0
102174,19690629,    5,    0
102174,19690630,    6,    0
102174,19690701,    7,    0
102174,19690702,    7,    0
102174,19690703,    7,    0
102174,19690704,    4,    0
102174,19690705,    5,    0
102174,19690706,    5,    0
102174,19690707,    8,    0
102174,19690708,    5,    0
102174,19690709,    5,    0
102174,19690710,    7,    0
102174,19690711,    8,    0
102174,19690712,    5,    0
102174,19690713,    7,    0
102174,19690714,    7,    0
102174,19690715,    3,    0
102174,19690716,    3,    0
102174,19690717,    3,    0
102174,19690718,    3,    0
102174,19690719,    6,    0
102174,19690720,    7,    0
102174,19690721,    5,    0
102174,19690722,    8,    0
102174,19690723,    3,    0
102174,19690724,    6,    0
102174,19690725,    3,    0
102174,19690726,    4,    0
102174,19690727,    7,    0
102174,19690728,    8,    0
102174,19690729,    2,    0
102174,19690730,    8,    0
102174,19690731,    3,    0
102174,19690801,    1,    0
102174,19690802,    0,    0
102174,19690803,    5,    0
102174,19690804,    1,    0
102174,19690805,    4,    0
102174,19690806,    4,    0
102174,19690807,    3,    0
102174,19690808,    1,    0
102174,19690809,    1,    0
102174,19690810,    2,    0
102174,19690811,    1,    0
102174,19690812,    2,    0
102174,19690813,    6,    0
102174,19690814,    2,    0
102174,19690815,    4,    0
102174,19690816,    8,    0
102174,19690817,    2,    0
102174,19690818,    2,    0
102174,19690819,    7,    0
102174,19690820,    6,    0
102174,19690821,    6,    0
102174,19690822,    6,    0
102174,19690823,    7,    0
102174,19690824,    4,    0
102174,19690825,    7,    0
102174,19690826,    4,    0
102174,19690827,    5,    0
102174,19690828,    3,    0
102174,19690829,    5,    0
102174,19690830,    4,    0
102174,19690831,    7,    0
102174,19690901,    7,    0
102174,19690902,    7,    0
102174,19690903,    5,    0
102174,19690904,    4,    0
102174,19690905,    4,    0
102174,19690906,    5,    0
102174,19690907,    4,    0
102174,19690908,    3,    0
102174,19690909,    0,    0
102174,19690910,    6,    0
102174,19690911,    0,    0
102174,19690912,    0,    0
102174,19690913,    0,    0
102174,19690914,    1,    0
102174,19690915,    2,    0
102174,19690916,    2,    0
102174,19690917,    1,    0
102174,19690918,    1,    0
102174,19690919,    2,    0
102174,19690920,    6,    0
102174,19690921,    7,    0
102174,19690922,    4,    0
102174,19690923,    4,    0
102174,19690924,    2,    0
102174,19690925,    7,    0
102174,19690926,    7,    0
102174,19690927,    7,    0
102174,19690928,    3,    0
102174,19690929,    6,    0
102174,19690930,    6,    0
102174,19691001,    4,    0
102174,19691002,    7,    0
102174,19691003,    6,    0
102174,19691004,    5,    0
102174,19691005,    5,    0
102174,19691006,    2,    0
102174,19691007,    6,    0
102174,19691008,    6,    0
102174,19691009,    2,    0
102174,19691010,    0,    0
102174,19691011,    5,    0
102174,19691012,    7,    0
102174,19691013,    8,    0
102174,19691014,    6,    0
102174,19691015,    2,    0
102174,19691016,    3,    0
102174,19691017,    8,    0
102174,19691018,    5,    0
102174,19691019,    5,    0
102174,19691020,    8,    0
102174,19691021,    8,    0
102174,19691022,    8,    0
102174,19691023,    5,    0
102174,19691024,    7,    0
102174,19691025,    7,    0
102174,19691026,    4,    0
102174,19691027,    7,    0
102174,19691028,    7,    0
102174,19691029,    5,    0
102174,19691030,    6,    0
102174,19691031,    6,    0
102174,19691101,    8,    0
102174,19691102,    7,    0
102174,19691103,    8,    0
102174,19691104,    7,    0
102174,19691105,    6,    0
102174,19691106,    7,    0
102174,19691107,    5,    0
102174,19691108,    7,    0
102174,19691109,    5,    0
102174,19691110,    6,    0
102174,19691111,    8,    0
102174,19691112,    7,    0
102174,19691113,    5,    0
102174,19691114,    7,    0
102174,19691115,    7,    0
102174,19691116,    7,    0
102174,19691117,    7,    0
102174,19691118,    7,    0
102174,19691119,    7,    0
102174,19691120,    5,    0
102174,19691121,    7,    0
102174,19691122,    8,    0
102174,19691123,    6,    0
102174,19691124,    3,    0
102174,19691125,    7,    0
102174,19691126,    6,    0
102174,19691127,    7,    0
102174,19691128,    8,    0
102174,19691129,    5,    0
102174,19691130,    3,    0
102174,19691201,    8,    0
102174,19691202,    7,    0
102174,19691203,    4,    0
102174,19691204,    4,    0
102174,19691205,    4,    0
102174,19691206,    7,    0
102174,19691207,    7,    0
102174,19691208,    5,    0
102174,19691209,    8,    0
102174,19691210,    3,    0
102174,19691211,    8,    0
102174,19691212,    8,    0
102174,19691213,    8,    0
102174,19691214,    8,    0
102174,19691215,    8,    0
102174,19691216,    6,    0
102174,19691217,    8,    0
102174,19691218,    5,    0
102174,19691219,    4,    0
102174,19691220,    4,    0
102174,19691221,    8,    0
102174,19691222,    8,    0
102174,19691223,    8,    0
102174,19691224,    8,    0
102174,19691225,    8,    0
102174,19691226,    8,    0
102174,19691227,    8,    0
102174,19691228,    7,    0
102174,19691229,    4,    0
102174,19691230,    4,    0
102174,19691231,    0,    0
102174,19700101,    6,    0
102174,19700102,    7,    0
102174,19700103,    5,    0
102174,19700104,    3,    0
102174,19700105,    8,    0
102174,19700106,    8,    0
102174,19700107,    8,    0
102174,19700108,    4,    0
102174,19700109,    8,    0
102174,19700110,    5,    0
102174,19700111,    7,    0
102174,19700112,    8,    0
102174,19700113,    8,    0
102174,19700114,    5,    0
102174,19700115,    8,    0
102174,19700116,    8,    0
102174,19700117,    8,    0
102174,19700118,    3,    0
102174,19700119,    7,    0
102174,19700120,    7,    0
102174,19700121,    0,    0
102174,19700122,    5,    0
102174,19700123,    8,    0
102174,19700124,    8,    0
102174,19700125,    7,    0
102174,19700126,    8,    0
102174,19700127,    8,    0
102174,19700128,    7,    0
102174,19700129,    7,    0
102174,19700130,    7,    0
102174,19700131,    1,    0
102174,19700201,    1,    0
102174,19700202,    7,    0
102174,19700203,    6,    0
102174,19700204,    7,    0
102174,19700205,    8,    0
102174,19700206,    4,    0
102174,19700207,    7,    0
102174,19700208,    6,    0
102174,19700209,    5,    0
102174,19700210,    6,    0
102174,19700211,    8,    0
102174,19700212,    6,    0
102174,19700213,    4,    0
102174,19700214,    5,    0
102174,19700215,    4,    0
102174,19700216,    5,    0
102174,19700217,    6,    0
102174,19700218,    3,    0
102174,19700219,    8,    0
102174,19700220,    8,    0
102174,19700221,    8,    0
102174,19700222,    8,    0
102174,19700223,    8,    0
102174,19700224,    6,    0
102174,19700225,    8,    0
102174,19700226,    8,    0
102174,19700227,    7,    0
102174,19700228,    1,    0
102174,19700301,    8,    0
102174,19700302,    5,    0
102174,19700303,    5,    0
102174,19700304,    4,    0
102174,19700305,    7,    0
102174,19700306,    4,    0
102174,19700307,    5,    0
102174,19700308,    6,    0
102174,19700309,    5,    0
102174,19700310,    3,    0
102174,19700311,    3,    0
102174,19700312,    5,    0
102174,19700313,    7,    0
102174,19700314,    7,    0
102174,19700315,    8,    0
102174,19700316,    6,    0
102174,19700317,    8,    0
102174,19700318,    4,    0
102174,19700319,    2,    0
102174,19700320,    5,    0
102174,19700321,    6,    0
102174,19700322,    6,    0
102174,19700323,    8,    0
102174,19700324,    7,    0
102174,19700325,    5,    0
102174,19700326,    7,    0
102174,19700327,    6,    0
102174,19700328,    4,    0
102174,19700329,    4,    0
102174,19700330,    6,    0
102174,19700331,    7,    0
102174,19700401,    7,    0
102174,19700402,    4,    0
102174,19700403,    1,    0
102174,19700404,    3,    0
102174,19700405,    8,    0
102174,19700406,    7,    0
102174,19700407,    4,    0
102174,19700408,    6,    0
102174,19700409,    4,    0
102174,19700410,    8,    0
102174,19700411,    6,    0
102174,19700412,    1,    0
102174,19700413,    4,    0
102174,19700414,    3,    0
102174,19700415,    8,    0
102174,19700416,    8,    0
102174,19700417,    8,    0
102174,19700418,    6,    0
102174,19700419,    5,    0
102174,19700420,    2,    0
102174,19700421,    7,    0
102174,19700422,    8,    0
102174,19700423,    8,    0
102174,19700424,    3,    0
102174,19700425,    8,    0
102174,19700426,    7,    0
102174,19700427,    5,    0
102174,19700428,    5,    0
102174,19700429,    3,    0
102174,19700430,    4,    0
102174,19700501,    3,    0
102174,19700502,    6,    0
102174,19700503,    8,    0
102174,19700504,    3,    0
102174,19700505,    2,    0
102174,19700506,    2,    0
102174,19700507,    3,    0
102174,19700508,    3,    0
102174,19700509,    1,    0
102174,19700510,    3,    0
102174,19700511,    2,    0
102174,19700512,    4,    0
102174,19700513,    7,    0
102174,19700514,    5,    0
102174,19700515,    4,    0
102174,19700516,    0,    0
102174,19700517,    2,    0
102174,19700518,    8,    0
102174,19700519,    6,    0
102174,19700520,    5,    0
102174,19700521,    6,    0
102174,19700522,    6,    0
102174,19700523,    2,    0
102174,19700524,    3,    0
102174,19700525,    4,    0
102174,19700526,    7,    0
102174,19700527,    7,    0
102174,19700528,    8,    0
102174,19700529,    4,    0
102174,19700530,    7,    0
102174,19700531,    6,    0
102174,19700601,    6,    0
102174,19700602,    2,    0
102174,19700603,    5,    0
102174,19700604,    0,    0
102174,19700605,    2,    0
102174,19700606,    0,    0
102174,19700607,    0,    0
102174,19700608,    1,    0
102174,19700609,    0,    0
102174,19700610,    1,    0
102174,19700611,    0,    0
102174,19700612,    6,    0
102174,19700613,    8,    0
102174,19700614,    5,    0
102174,19700615,    6,    0
102174,19700616,    5,    0
102174,19700617,    1,    0
102174,19700618,    0,    0
102174,19700619,    0,    0
102174,19700620,    0,    0
102174,19700621,    2,    0
102174,19700622,    5,    0
102174,19700623,    6,    0
102174,19700624,    5,    0
102174,19700625,    6,    0
102174,19700626,    3,    0
102174,19700627,    5,    0
102174,19700628,    7,    0
102174,19700629,    7,    0
102174,19700630,    6,    0
102174,19700701,    8,    0
102174,19700702,    7,    0
102174,19700703,    6,    0
102174,19700704,    6,    0
102174,19700705,    5,    0
102174,19700706,    5,    0
102174,19700707,    2,    0
102174,19700708,    3,    0
102174,19700709,    4,    0
102174,19700710,    3,    0
102174,19700711,    4,    0
102174,19700712,    8,    0
102174,19700713,    5,    0
102174,19700714,    7,    0
102174,19700715,    5,    0
102174,19700716,    6,    0
102174,19700717,    7,    0
102174,19700718,    8,    0
102174,19700719,    7,    0
102174,19700720,    5,    0
102174,19700721,    5,    0
102174,19700722,    3,    0
102174,19700723,    6,    0
102174,19700724,    5,    0
102174,19700725,    7,    0
102174,19700726,    7,    0
102174,19700727,    6,    0
102174,19700728,    8,    0
102174,19700729,    5,    0
102174,19700730,    2,    0
102174,19700731,    1,    0
102174,19700801,    0,    0
102174,19700802,    0,    0
102174,19700803,    1,    0
102174,19700804,    3,    0
102174,19700805,    1,    0
102174,19700806,    4,    0
102174,19700807,    2,    0
102174,19700808,    6,    0
102174,19700809,    5,    0
102174,19700810,    8,    0
102174,19700811,    6,    0
102174,19700812,    4,    0
102174,19700813,    3,    0
102174,19700814,    5,    0
102174,19700815,    5,    0
102174,19700816,    7,    0
102174,19700817,    5,    0
102174,19700818,    6,    0
102174,19700819,    6,    0
102174,19700820,    7,    0
102174,19700821,    8,    0
102174,19700822,    5,    0
102174,19700823,    2,    0
102174,19700824,    3,    0
102174,19700825,    2,    0
102174,19700826,    5,    0
102174,19700827,    3,    0
102174,19700828,    1,    0
102174,19700829,    0,    0
102174,19700830,    0,    0
102174,19700831,    6,    0
102174,19700901,    4,    0
102174,19700902,    4,    0
102174,19700903,    5,    0
102174,19700904,    8,    0
102174,19700905,    6,    0
102174,19700906,    5,    0
102174,19700907,    2,    0
102174,19700908,    6,    0
102174,19700909,    8,    0
102174,19700910,    5,    0
102174,19700911,    6,    0
102174,19700912,    7,    0
102174,19700913,    6,    0
102174,19700914,    5,    0
102174,19700915,    7,    0
102174,19700916,    7,    0
102174,19700917,    7,    0
102174,19700918,    4,    0
102174,19700919,    5,    0
102174,19700920,    5,    0
102174,19700921,    6,    0
102174,19700922,    3,    0
102174,19700923,    3,    0
102174,19700924,    7,    0
102174,19700925,    8,    0
102174,19700926,    3,    0
102174,19700927,    4,    0
102174,19700928,    3,    0
102174,19700929,    2,    0
102174,19700930,    6,    0
102174,19701001,    6,    0
102174,19701002,    5,    0
102174,19701003,    6,    0
102174,19701004,    7,    0
102174,19701005,    8,    0
102174,19701006,    8,    0
102174,19701007,    8,    0
102174,19701008,    4,    0
102174,19701009,    3,    0
102174,19701010,    8,    0
102174,19701011,    8,    0
102174,19701012,    4,    0
102174,19701013,    6,    0
102174,19701014,    4,    0
102174,19701015,    1,    0
102174,19701016,    2,    0
102174,19701017,    1,    0
102174,19701018,    8,    0
102174,19701019,    6,    0
102174,19701020,    5,    0
102174,19701021,    4,    0
102174,19701022,    4,    0
102174,19701023,    3,    0
102174,19701024,    8,    0
102174,19701025,    8,    0
102174,19701026,    5,    0
102174,19701027,    7,    0
102174,19701028,    7,    0
102174,19701029,    7,    0
102174,19701030,    8,    0
102174,19701031,    8,    0
102174,19701101,    7,    0
102174,19701102,    8,    0
102174,19701103,    7,    0
102174,19701104,    6,    0
102174,19701105,    6,    0
102174,19701106,    5,    0
102174,19701107,    1,    0
102174,19701108,    7,    0
102174,19701109,    6,    0
102174,19701110,    5,    0
102174,19701111,    8,    0
102174,19701112,    8,    0
102174,19701113,    6,    0
102174,19701114,    6,    0
102174,19701115,    5,    0
102174,19701116,    6,    0
102174,19701117,    8,    0
102174,19701118,    8,    0
102174,19701119,    7,    0
102174,19701120,    2,    0
102174,19701121,    2,    0
102174,19701122,    5,    0
102174,19701123,    7,    0
102174,19701124,    4,    0
102174,19701125,    1,    0
102174,19701126,    8,    0
102174,19701127,    7,    0
102174,19701128,    7,    0
102174,19701129,    8,    0
102174,19701130,    8,    0
102174,19701201,    7,    0
102174,19701202,    7,    0
102174,19701203,    4,    0
102174,19701204,    7,    0
102174,19701205,    3,    0
102174,19701206,    7,    0
102174,19701207,    4,    0
102174,19701208,    5,    0
102174,19701209,    8,    0
102174,19701210,    6,    0
102174,19701211,    8,    0
102174,19701212,    7,    0
102174,19701213,    7,    0
102174,19701214,    5,    0
102174,19701215,    3,    0
102174,19701216,    8,    0
102174,19701217,    5,    0
102174,19701218,    7,    0
102174,19701219,    8,    0
102174,19701220,    4,    0
102174,19701221,    6,    0
102174,19701222,    1,    0
102174,19701223,    2,    0
102174,19701224,    2,    0
102174,19701225,    4,    0
102174,19701226,    7,    0
102174,19701227,    6,    0
102174,19701228,    8,    0
102174,19701229,    8,    0
102174,19701230,    2,    0
102174,19701231,    2,    0
102174,19710101,    7,    0
102174,19710102,    8,    0
102174,19710103,    6,    0
102174,19710104,    8,    0
102174,19710105,    8,    0
102174,19710106,    6,    0
102174,19710107,    8,    0
102174,19710108,    8,    0
102174,19710109,    6,    0
102174,19710110,    3,    0
102174,19710111,    2,    0
102174,19710112,    1,    0
102174,19710113,    3,    0
102174,19710114,    1,    0
102174,19710115,    5,    0
102174,19710116,    8,    0
102174,19710117,    8,    0
102174,19710118,    3,    0
102174,19710119,    5,    0
102174,19710120,    7,    0
102174,19710121,    8,    0
102174,19710122,    8,    0
102174,19710123,    8,    0
102174,19710124,    5,    0
102174,19710125,    8,    0
102174,19710126,    7,    0
102174,19710127,    8,    0
102174,19710128,    8,    0
102174,19710129,    6,    0
102174,19710130,    8,    0
102174,19710131,    7,    0
102174,19710201,    2,    0
102174,19710202,    7,    0
102174,19710203,    7,    0
102174,19710204,    8,    0
102174,19710205,    5,    0
102174,19710206,    7,    0
102174,19710207,    7,    0
102174,19710208,    6,    0
102174,19710209,    8,    0
102174,19710210,    5,    0
102174,19710211,    5,    0
102174,19710212,    8,    0
102174,19710213,    4,    0
102174,19710214,    4,    0
102174,19710215,    5,    0
102174,19710216,    7,    0
102174,19710217,    5,    0
102174,19710218,    5,    0
102174,19710219,    8,    0
102174,19710220,    8,    0
102174,19710221,    8,    0
102174,19710222,    4,    0
102174,19710223,    3,    0
102174,19710224,    5,    0
102174,19710225,    7,    0
102174,19710226,    4,    0
102174,19710227,    7,    0
102174,19710228,    8,    0
102174,19710301,    7,    0
102174,19710302,    7,    0
102174,19710303,    4,    0
102174,19710304,    6,    0
102174,19710305,    7,    0
102174,19710306,    6,    0
102174,19710307,    8,    0
102174,19710308,    8,    0
102174,19710309,    5,    0
102174,19710310,    6,    0
102174,19710311,    2,    0
102174,19710312,    8,    0
102174,19710313,    5,    0
102174,19710314,    8,    0
102174,19710315,    5,    0
102174,19710316,    6,    0
102174,19710317,    4,    0
102174,19710318,    6,    0
102174,19710319,    8,    0
102174,19710320,    5,    0
102174,19710321,    8,    0
102174,19710322,    4,    0
102174,19710323,    4,    0
102174,19710324,    8,    0
102174,19710325,    5,    0
102174,19710326,    2,    0
102174,19710327,    4,    0
102174,19710328,    5,    0
102174,19710329,    3,    0
102174,19710330,    8,    0
102174,19710331,    8,    0
102174,19710401,    8,    0
102174,19710402,    8,    0
102174,19710403,    8,    0
102174,19710404,    8,    0
102174,19710405,    8,    0
102174,19710406,    8,    0
102174,19710407,    8,    0
102174,19710408,    8,    0
102174,19710409,    8,    0
102174,19710410,    5,    0
102174,19710411,    7,    0
102174,19710412,    6,    0
102174,19710413,    8,    0
102174,19710414,    5,    0
102174,19710415,    6,    0
102174,19710416,    8,    0
102174,19710417,    4,    0
102174,19710418,    4,    0
102174,19710419,    3,    0
102174,19710420,    6,    0
102174,19710421,    4,    0
102174,19710422,    2,    0
102174,19710423,    5,    0
102174,19710424,    6,    0
102174,19710425,    1,    0
102174,19710426,    2,    0
102174,19710427,    4,    0
102174,19710428,    5,    0
102174,19710429,    4,    0
102174,19710430,    2,    0
102174,19710501,    1,    0
102174,19710502,    1,    0
102174,19710503,    3,    0
102174,19710504,    2,    0
102174,19710505,    3,    0
102174,19710506,    0,    0
102174,19710507,    5,    0
102174,19710508,    6,    0
102174,19710509,    6,    0
102174,19710510,    2,    0
102174,19710511,    0,    0
102174,19710512,    1,    0
102174,19710513,    3,    0
102174,19710514,    4,    0
102174,19710515,    5,    0
102174,19710516,    8,    0
102174,19710517,    4,    0
102174,19710518,    4,    0
102174,19710519,    3,    0
102174,19710520,    3,    0
102174,19710521,    1,    0
102174,19710522,    2,    0
102174,19710523,    7,    0
102174,19710524,    8,    0
102174,19710525,    8,    0
102174,19710526,    8,    0
102174,19710527,    4,    0
102174,19710528,    7,    0
102174,19710529,    6,    0
102174,19710530,    3,    0
102174,19710531,    5,    0
102174,19710601,    1,    0
102174,19710602,    2,    0
102174,19710603,    1,    0
102174,19710604,    1,    0
102174,19710605,    6,    0
102174,19710606,    2,    0
102174,19710607,    3,    0
102174,19710608,    8,    0
102174,19710609,    6,    0
102174,19710610,    7,    0
102174,19710611,    8,    0
102174,19710612,    8,    0
102174,19710613,    5,    0
102174,19710614,    8,    0
102174,19710615,    8,    0
102174,19710616,    4,    0
102174,19710617,    5,    0
102174,19710618,    3,    0
102174,19710619,    7,    0
102174,19710620,    8,    0
102174,19710621,    7,    0
102174,19710622,    6,    0
102174,19710623,    6,    0
102174,19710624,    4,    0
102174,19710625,    3,    0
102174,19710626,    8,    0
102174,19710627,    7,    0
102174,19710628,    7,    0
102174,19710629,    2,    0
102174,19710630,    2,    0
102174,19710701,    2,    0
102174,19710702,    7,    0
102174,19710703,    5,    0
102174,19710704,    2,    0
102174,19710705,    1,    0
102174,19710706,    3,    0
102174,19710707,    2,    0
102174,19710708,    0,    0
102174,19710709,    1,    0
102174,19710710,    0,    0
102174,19710711,    1,    0
102174,19710712,    5,    0
102174,19710713,    4,    0
102174,19710714,    6,    0
102174,19710715,    6,    0
102174,19710716,    4,    0
102174,19710717,    4,    0
102174,19710718,    3,    0
102174,19710719,    6,    0
102174,19710720,    1,    0
102174,19710721,    6,    0
102174,19710722,    5,    0
102174,19710723,    6,    0
102174,19710724,    5,    0
102174,19710725,    7,    0
102174,19710726,    2,    0
102174,19710727,    6,    0
102174,19710728,    8,    0
102174,19710729,    7,    0
102174,19710730,    7,    0
102174,19710731,    3,    0
102174,19710801,    4,    0
102174,19710802,    4,    0
102174,19710803,    5,    0
102174,19710804,    6,    0
102174,19710805,    5,    0
102174,19710806,    5,    0
102174,19710807,    7,    0
102174,19710808,    3,    0
102174,19710809,    7,    0
102174,19710810,    8,    0
102174,19710811,    6,    0
102174,19710812,    7,    0
102174,19710813,    7,    0
102174,19710814,    7,    0
102174,19710815,    7,    0
102174,19710816,    5,    0
102174,19710817,    4,    0
102174,19710818,    2,    0
102174,19710819,    3,    0
102174,19710820,    5,    0
102174,19710821,    5,    0
102174,19710822,    8,    0
102174,19710823,    3,    0
102174,19710824,    0,    0
102174,19710825,    0,    0
102174,19710826,    0,    0
102174,19710827,    4,    0
102174,19710828,    6,    0
102174,19710829,    6,    0
102174,19710830,    4,    0
102174,19710831,    4,    0
102174,19710901,    6,    0
102174,19710902,    4,    0
102174,19710903,    8,    0
102174,19710904,    5,    0
102174,19710905,    5,    0
102174,19710906,    1,    0
102174,19710907,    2,    0
102174,19710908,    2,    0
102174,19710909,    6,    0
102174,19710910,    5,    0
102174,19710911,    4,    0
102174,19710912,    6,    0
102174,19710913,    4,    0
102174,19710914,    3,    0
102174,19710915,    2,    0
102174,19710916,    3,    0
102174,19710917,    6,    0
102174,19710918,    5,    0
102174,19710919,    5,    0
102174,19710920,    3,    0
102174,19710921,    4,    0
102174,19710922,    2,    0
102174,19710923,    6,    0
102174,19710924,    4,    0
102174,19710925,    6,    0
102174,19710926,    7,    0
102174,19710927,    5,    0
102174,19710928,    8,    0
102174,19710929,    2,    0
102174,19710930,    8,    0
102174,19711001,    7,    0
102174,19711002,    5,    0
102174,19711003,    7,    0
102174,19711004,    2,    0
102174,19711005,    3,    0
102174,19711006,    2,    0
102174,19711007,    5,    0
102174,19711008,    6,    0
102174,19711009,    8,    0
102174,19711010,    5,    0
102174,19711011,    8,    0
102174,19711012,    8,    0
102174,19711013,    8,    0
102174,19711014,    3,    0
102174,19711015,    1,    0
102174,19711016,    6,    0
102174,19711017,    8,    0
102174,19711018,    6,    0
102174,19711019,    8,    0
102174,19711020,    6,    0
102174,19711021,    6,    0
102174,19711022,    6,    0
102174,19711023,    3,    0
102174,19711024,    4,    0
102174,19711025,    5,    0
102174,19711026,    1,    0
102174,19711027,    1,    0
102174,19711028,    2,    0
102174,19711029,    0,    0
102174,19711030,    0,    0
102174,19711031,    8,    0
102174,19711101,    6,    0
102174,19711102,    7,    0
102174,19711103,    7,    0
102174,19711104,    7,    0
102174,19711105,    5,    0
102174,19711106,    5,    0
102174,19711107,    6,    0
102174,19711108,    6,    0
102174,19711109,    4,    0
102174,19711110,    1,    0
102174,19711111,    5,    0
102174,19711112,    5,    0
102174,19711113,    6,    0
102174,19711114,    4,    0
102174,19711115,    7,    0
102174,19711116,    5,    0
102174,19711117,    6,    0
102174,19711118,    6,    0
102174,19711119,    2,    0
102174,19711120,    5,    0
102174,19711121,    8,    0
102174,19711122,    8,    0
102174,19711123,    8,    0
102174,19711124,    5,    0
102174,19711125,    5,    0
102174,19711126,    8,    0
102174,19711127,    8,    0
102174,19711128,    8,    0
102174,19711129,    8,    0
102174,19711130,    6,    0
102174,19711201,    8,    0
102174,19711202,    8,    0
102174,19711203,    7,    0
102174,19711204,    8,    0
102174,19711205,    5,    0
102174,19711206,    8,    0
102174,19711207,    7,    0
102174,19711208,    4,    0
102174,19711209,    8,    0
102174,19711210,    7,    0
102174,19711211,    8,    0
102174,19711212,    8,    0
102174,19711213,    8,    0
102174,19711214,    8,    0
102174,19711215,    7,    0
102174,19711216,    6,    0
102174,19711217,    8,    0
102174,19711218,    8,    0
102174,19711219,    7,    0
102174,19711220,    6,    0
102174,19711221,    4,    0
102174,19711222,    7,    0
102174,19711223,    5,    0
102174,19711224,    6,    0
102174,19711225,    8,    0
102174,19711226,    7,    0
102174,19711227,    8,    0
102174,19711228,    4,    0
102174,19711229,    5,    0
102174,19711230,    8,    0
102174,19711231,    8,    0
102174,19720101,    5,    0
102174,19720102,    8,    0
102174,19720103,    8,    0
102174,19720104,    8,    0
102174,19720105,    6,    0
